<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
XOM.US,D,19700629,000000,1.1604,1.1676,1.1464,1.1535,1748251,0
XOM.US,D,19700630,000000,1.1535,1.1604,1.1464,1.1535,1427891,0
XOM.US,D,19700701,000000,1.1535,1.1676,1.1397,1.1464,1903858,0
XOM.US,D,19700702,000000,1.1464,1.1604,1.1464,1.1535,1331786,0
XOM.US,D,19700706,000000,1.1464,1.1464,1.1184,1.1253,2686453,0
XOM.US,D,19700707,000000,1.1253,1.1327,1.1114,1.1253,2617802,0
XOM.US,D,19700708,000000,1.1253,1.1464,1.1184,1.1464,1615532,0
XOM.US,D,19700709,000000,1.1464,1.1676,1.1464,1.1535,3043431,0
XOM.US,D,19700710,000000,1.1535,1.1817,1.1535,1.1817,2256261,0
XOM.US,D,19700713,000000,1.1817,1.2028,1.1817,1.1887,1240254,0
XOM.US,D,19700714,000000,1.1887,1.1887,1.1817,1.1817,1455354,0
XOM.US,D,19700715,000000,1.1817,1.1959,1.1747,1.1959,1318056,0
XOM.US,D,19700716,000000,1.1959,1.2381,1.1959,1.2381,4237915,0
XOM.US,D,19700717,000000,1.245,1.2729,1.245,1.2522,3899251,0
XOM.US,D,19700720,000000,1.2522,1.266,1.245,1.259,3290559,0
XOM.US,D,19700721,000000,1.259,1.259,1.245,1.2522,1798596,0
XOM.US,D,19700722,000000,1.245,1.245,1.2168,1.231,5057124,0
XOM.US,D,19700723,000000,1.231,1.259,1.231,1.259,2617802,0
XOM.US,D,19700724,000000,1.259,1.259,1.2522,1.259,1537730,0
XOM.US,D,19700727,000000,1.259,1.266,1.259,1.266,1830636,0
XOM.US,D,19700728,000000,1.266,1.266,1.259,1.259,1418740,0
XOM.US,D,19700729,000000,1.259,1.266,1.2522,1.266,2251682,0
XOM.US,D,19700730,000000,1.266,1.2942,1.266,1.2873,2521698,0
XOM.US,D,19700731,000000,1.2873,1.3082,1.2873,1.301,5652080,0
XOM.US,D,19700803,000000,1.301,1.301,1.2729,1.2801,1894703,0
XOM.US,D,19700804,000000,1.2801,1.2801,1.266,1.2729,2439317,0
XOM.US,D,19700805,000000,1.2801,1.301,1.2801,1.301,2434738,0
XOM.US,D,19700806,000000,1.301,1.3082,1.2873,1.301,3688730,0
XOM.US,D,19700807,000000,1.3082,1.3505,1.3082,1.3505,4686424,0
XOM.US,D,19700810,000000,1.3435,1.3435,1.3082,1.3156,3130382,0
XOM.US,D,19700811,000000,1.3082,1.3082,1.2942,1.3082,2247101,0
XOM.US,D,19700812,000000,1.3082,1.3225,1.3082,1.3156,2109805,0
XOM.US,D,19700813,000000,1.3156,1.3156,1.2942,1.2942,4045700,0
XOM.US,D,19700814,000000,1.2942,1.3156,1.2942,1.3082,4100617,0
XOM.US,D,19700817,000000,1.3082,1.3156,1.3082,1.3156,1098382,0
XOM.US,D,19700818,000000,1.3156,1.3435,1.3156,1.3435,2228797,0
XOM.US,D,19700819,000000,1.3435,1.3857,1.3435,1.3857,7047938,0
XOM.US,D,19700820,000000,1.3857,1.3857,1.3576,1.3716,3235642,0
XOM.US,D,19700821,000000,1.3783,1.3996,1.3783,1.3996,5450715,0
XOM.US,D,19700824,000000,1.3996,1.4277,1.3928,1.4065,6068550,0
